work_id,work_type,year,n_amendment_operations,n_history_witnesses,operation_families,latest_version_id
act_public_2010_111,act_public,2025,185,185,amended:107;brought into force:2;editorial change:2;inserted:31;repealed:17;replaced:26,act_public_2010_111_en_2025-07-01
act_public_2010_114,act_public,2011,1,1,repealed:1,act_public_2010_114_en_2011-04-19
act_public_2010_115,act_public,2025,282,282,amended:215;inserted:48;repealed:2;replaced:17,act_public_2010_115_en_2025-11-13
act_public_2010_116,act_public,2025,255,255,amended:109;inserted:72;repealed:38;replaced:36,act_public_2010_116_en_2025-03-30
act_public_2010_119,act_public,2025,33,33,amended:4;brought into force:1;editorial change:1;inserted:17;repealed:1;replaced:9,act_public_2010_119_en_2025-08-27
act_public_2010_12,act_public,2016,41,41,amended:11;inserted:5;repealed:23;replaced:2,act_public_2010_12_en_2016-10-14
act_public_2010_122,act_public,2021,7,7,__unclassified__:1;amended:2;replaced:4,act_public_2010_122_en_2021-10-28B
act_public_2010_123,act_public,2017,79,79,amended:1;expired:76;repealed:2,act_public_2010_123_en_2017-06-03
act_public_2010_127,act_public,2011,1,1,repealed:1,act_public_2010_127_en_2011-10-18
act_public_2010_131,act_public,2020,3,3,amended:3,act_public_2010_131_en_2020-08-07
act_public_2010_134,act_public,2020,1,1,repealed:1,act_public_2010_134_en_2020-08-01
act_public_2010_136,act_public,2024,2,2,repealed:2,act_public_2010_136_en_2024-02-29
act_public_2010_138,act_public,2025,1,1,repealed:1,act_public_2010_138_en_2025-11-13
act_public_2010_139,act_public,2012,1,1,repealed:1,act_public_2010_139_en_2012-06-11
act_public_2010_18,act_public,2013,6,6,amended:6,act_public_2010_18_en_2013-07-01
act_public_2010_22,act_public,2024,342,342,amended:170;brought into force:1;inserted:107;repealed:9;replaced:55,act_public_2010_22_en_2024-05-09
act_public_2010_23,act_public,2018,1,1,repealed:1,act_public_2010_23_en_2018-10-01
act_public_2010_24,act_public,2025,32,32,amended:6;brought into force:2;inserted:16;repealed:1;replaced:7,act_public_2010_24_en_2025-08-27
act_public_2010_25,act_public,2020,2,2,repealed:2,act_public_2010_25_en_2020-08-01
act_public_2010_27,act_public,2011,5,5,amended:2;repealed:3,act_public_2010_27_en_2011-05-24
act_public_2010_3,act_public,2012,1,1,repealed:1,act_public_2010_3_en_2012-04-01
act_public_2010_30,act_public,2018,1,1,repealed:1,act_public_2010_30_en_2018-11-26
act_public_2010_31,act_public,2014,1,1,repealed:1,act_public_2010_31_en_2014-12-07
act_public_2010_35,act_public,2010,1,1,repealed:1,act_public_2010_35_en_2010-11-02
act_public_2010_37,act_public,2023,141,141,__unclassified__:1;added:2;amended:48;expired:3;inserted:81;repealed:2;replaced:4,act_public_2010_37_en_2023-12-23
act_public_2010_38,act_public,2010,1,1,repealed:1,act_public_2010_38_en_2010-08-06
act_public_2010_39,act_public,2011,4,4,repealed:4,act_public_2010_39_en_2011-07-01
act_public_2010_4,act_public,2010,1,1,repealed:1,act_public_2010_4_en_2010-08-06
act_public_2010_40,act_public,2021,1,1,repealed:1,act_public_2010_40_en_2021-03-15
act_public_2010_42,act_public,2025,2,2,brought into force:1;repealed:1,act_public_2010_42_en_2025-04-05
act_public_2010_44,act_public,2012,10,10,repealed:10,act_public_2010_44_en_2012-06-30
act_public_2010_45,act_public,2010,1,1,brought into force:1,act_public_2010_45_en_2010-08-01
act_public_2010_49,act_public,2023,1,1,repealed:1,act_public_2010_49_en_2023-06-15
act_public_2010_6,act_public,2018,1,1,repealed:1,act_public_2010_6_en_2018-01-01
act_public_2010_68,act_public,2026,1,1,repealed:1,act_public_2010_68_en_2026-04-05
act_public_2010_7,act_public,2018,1,1,repealed:1,act_public_2010_7_en_2018-01-01
act_public_2010_83,act_public,2014,1,1,repealed:1,act_public_2010_83_en_2014-12-01
act_public_2010_85,act_public,2018,1,1,repealed:1,act_public_2010_85_en_2018-11-26
act_public_2010_86,act_public,2022,1,1,repealed:1,act_public_2010_86_en_2022-09-01
act_public_2010_94,act_public,2025,45,45,amended:30;inserted:8;repealed:2;replaced:5,act_public_2010_94_en_2025-03-02
act_public_2010_95,act_public,2010,1,1,brought into force:1,act_public_2010_95_en_2010-10-01
act_public_2010_96,act_public,2011,1,1,repealed:1,act_public_2010_96_en_2011-08-13
act_public_2010_97,act_public,2011,1,1,repealed:1,act_public_2010_97_en_2011-07-01
act_public_2010_98,act_public,2025,22,22,amended:7;inserted:5;repealed:5;replaced:5,act_public_2010_98_en_2025-08-27
act_public_2011_1,act_public,2011,1,1,expired:1,act_public_2011_1_en_2011-03-19
act_public_2011_12,act_public,2016,12,12,amended:6;repealed:1;replaced:5,act_public_2011_12_en_2016-04-19
act_public_2011_13,act_public,2017,3,3,amended:1;brought into force:1;repealed:1,act_public_2011_13_en_2017-08-11
act_public_2011_14,act_public,2024,20,20,amended:10;brought into force:3;inserted:4;repealed:1;replaced:2,act_public_2011_14_en_2024-12-24
act_public_2011_15,act_public,2011,1,1,brought into force:1,act_public_2011_15_en_2011-12-05
act_public_2011_16,act_public,2011,1,1,brought into force:1,act_public_2011_16_en_2011-07-01
act_public_2011_17,act_public,2011,1,1,brought into force:1,act_public_2011_17_en_2011-07-01
act_public_2011_18,act_public,2011,1,1,brought into force:1,act_public_2011_18_en_2011-07-01
act_public_2011_19,act_public,2011,1,1,brought into force:1,act_public_2011_19_en_2011-07-01
act_public_2011_2,act_public,2011,1,1,repealed:1,act_public_2011_2_en_2011-08-13
act_public_2011_21,act_public,2025,186,186,amended:112;brought into force:3;inserted:39;repealed:9;replaced:23,act_public_2011_21_en_2025-03-30
act_public_2011_23,act_public,2018,8,8,amended:1;repealed:7,act_public_2011_23_en_2018-04-01
act_public_2011_25,act_public,2011,1,1,repealed:1,act_public_2011_25_en_2011-08-13
act_public_2011_26,act_public,2012,4,4,repealed:4,act_public_2011_26_en_2012-07-01
act_public_2011_27,act_public,2011,1,1,brought into force:1,act_public_2011_27_en_2011-11-30
act_public_2011_28,act_public,2017,1,1,repealed:1,act_public_2011_28_en_2017-09-28
act_public_2011_3,act_public,2025,205,205,amended:104;inserted:46;repealed:26;replaced:29,act_public_2011_3_en_2025-10-25
act_public_2011_30,act_public,2018,8,8,amended:5;brought into force:2;repealed:1,act_public_2011_30_en_2018-01-01
act_public_2011_31,act_public,2013,3,3,amended:1;brought into force:2,act_public_2011_31_en_2013-11-01
act_public_2011_32,act_public,2012,4,4,amended:2;brought into force:2,act_public_2011_32_en_2012-08-01
act_public_2011_33,act_public,2012,1,1,brought into force:1,act_public_2011_33_en_2012-08-01
act_public_2011_34,act_public,2012,1,1,brought into force:1,act_public_2011_34_en_2012-02-13
act_public_2011_35,act_public,2012,1,1,brought into force:1,act_public_2011_35_en_2012-08-01
act_public_2011_36,act_public,2018,2,2,brought into force:1;repealed:1,act_public_2011_36_en_2018-10-01
act_public_2011_37,act_public,2014,1,1,brought into force:1,act_public_2011_37_en_2014-04-14
act_public_2011_39,act_public,2012,1,1,brought into force:1,act_public_2011_39_en_2012-02-13
act_public_2011_4,act_public,2025,177,177,amended:53;brought into force:2;inserted:75;repealed:26;replaced:21,act_public_2011_4_en_2025-11-28
act_public_2011_40,act_public,2012,1,1,brought into force:1,act_public_2011_40_en_2012-08-01
act_public_2011_41,act_public,2012,1,1,brought into force:1,act_public_2011_41_en_2012-02-13
act_public_2011_42,act_public,2021,4,4,brought into force:4,act_public_2011_42_en_2021-05-20
act_public_2011_43,act_public,2012,1,1,brought into force:1,act_public_2011_43_en_2012-02-13
act_public_2011_44,act_public,2020,3,3,brought into force:2;repealed:1,act_public_2011_44_en_2020-12-01
act_public_2011_46,act_public,2014,1,1,brought into force:1,act_public_2011_46_en_2014-04-14
act_public_2011_47,act_public,2012,3,3,amended:1;brought into force:2,act_public_2011_47_en_2012-08-01
act_public_2011_48,act_public,2018,2,2,brought into force:1;repealed:1,act_public_2011_48_en_2018-11-26
act_public_2011_49,act_public,2012,1,1,brought into force:1,act_public_2011_49_en_2012-02-13
act_public_2011_5,act_public,2025,86,86,amended:42;inserted:24;repealed:7;replaced:13,act_public_2011_5_en_2025-11-27
act_public_2011_55,act_public,2012,1,1,repealed:1,act_public_2011_55_en_2012-08-28
act_public_2011_56,act_public,2012,1,1,repealed:1,act_public_2011_56_en_2012-07-01
act_public_2011_58,act_public,2019,1,1,repealed:1,act_public_2011_58_en_2019-07-01
act_public_2011_6,act_public,2014,10,10,repealed:10,act_public_2011_6_en_2014-12-01
act_public_2011_61,act_public,2026,178,178,amended:51;inserted:83;repealed:25;replaced:19,act_public_2011_61_en_2026-05-07
act_public_2011_62,act_public,2026,489,489,__unclassified__:2;amended:179;inserted:107;repealed:93;replaced:108,act_public_2011_62_en_2026-04-01
act_public_2011_63,act_public,2012,4,4,repealed:4,act_public_2011_63_en_2012-11-02
act_public_2011_64,act_public,2022,1,1,repealed:1,act_public_2011_64_en_2022-09-01
act_public_2011_66,act_public,2020,1,1,repealed:1,act_public_2011_66_en_2020-08-01
act_public_2011_7,act_public,2014,1,1,repealed:1,act_public_2011_7_en_2014-12-01
act_public_2011_71,act_public,2013,2,2,__missing__:2,act_public_2011_71_en_2013-04-29
act_public_2011_72,act_public,2011,1,1,brought into force:1,act_public_2011_72_en_2011-10-07
act_public_2011_77,act_public,2025,6,6,amended:1;brought into force:1;replaced:4,act_public_2011_77_en_2025-08-27
act_public_2011_8,act_public,2014,3,3,repealed:3,act_public_2011_8_en_2014-01-01
act_public_2011_80,act_public,2020,1,1,repealed:1,act_public_2011_80_en_2020-08-01
act_public_2011_81,act_public,2026,376,376,__missing__:1;amended:205;brought into force:2;expired:2;inserted:109;repealed:13;replaced:44,act_public_2011_81_en_2026-02-01
act_public_2011_82,act_public,2013,5,5,brought into force:2;expired:3,act_public_2011_82_en_2013-07-01
act_public_2011_83,act_public,2013,1,1,brought into force:1,act_public_2011_83_en_2013-07-01
act_public_2011_84,act_public,2013,1,1,brought into force:1,act_public_2011_84_en_2013-07-01
act_public_2011_85,act_public,2013,4,4,amended:2;brought into force:2,act_public_2011_85_en_2013-07-01
act_public_2011_86,act_public,2013,1,1,brought into force:1,act_public_2011_86_en_2013-07-01
act_public_2011_87,act_public,2013,1,1,brought into force:1,act_public_2011_87_en_2013-07-01
act_public_2011_88,act_public,2018,8,8,brought into force:1;repealed:7,act_public_2011_88_en_2018-01-01
act_public_2011_89,act_public,2013,1,1,brought into force:1,act_public_2011_89_en_2013-07-01
act_public_2011_9,act_public,2021,1,1,repealed:1,act_public_2011_9_en_2021-03-15
act_public_2011_90,act_public,2013,3,3,amended:1;brought into force:2,act_public_2011_90_en_2013-07-01
act_public_2011_91,act_public,2013,1,1,brought into force:1,act_public_2011_91_en_2013-07-01
act_public_2011_92,act_public,2013,1,1,brought into force:1,act_public_2011_92_en_2013-07-01
act_public_2011_93,act_public,2013,1,1,brought into force:1,act_public_2011_93_en_2013-07-01
act_public_2011_94,act_public,2013,4,4,amended:1;brought into force:2;expired:1,act_public_2011_94_en_2013-07-01
act_public_2011_95,act_public,2014,6,6,brought into force:2;repealed:4,act_public_2011_95_en_2014-12-06
act_public_2011_96,act_public,2012,1,1,repealed:1,act_public_2011_96_en_2012-12-12
act_public_2011_98,act_public,2016,6,6,amended:2;expired:1;inserted:2;replaced:1,act_public_2011_98_en_2016-10-19
act_public_2012_1,act_public,2024,107,107,__missing__:1;amended:40;brought into force:2;inserted:47;repealed:5;replaced:12,act_public_2012_1_en_2024-04-01
act_public_2012_10,act_public,2019,1,1,repealed:1,act_public_2012_10_en_2019-07-01
act_public_2012_11,act_public,2018,1,1,repealed:1,act_public_2012_11_en_2018-01-01
act_public_2012_114,act_public,2018,1,1,repealed:1,act_public_2012_114_en_2018-11-26
act_public_2012_120,act_public,2026,206,206,amended:65;inserted:65;repealed:47;replaced:29,act_public_2012_120_en_2026-04-05
act_public_2012_121,act_public,2013,2,2,amended:2,act_public_2012_121_en_2013-07-01
act_public_2012_123,act_public,2023,74,74,amended:46;brought into force:2;inserted:17;repealed:3;replaced:6,act_public_2012_123_en_2023-06-15
act_public_2012_124,act_public,2023,10,10,amended:8;replaced:2,act_public_2012_124_en_2023-06-15
act_public_2012_18,act_public,2018,1,1,repealed:1,act_public_2012_18_en_2018-11-26
act_public_2012_2,act_public,2022,124,124,__unclassified__:1;amended:15;brought into force:2;inserted:50;repealed:5;replaced:51,act_public_2012_2_en_2022-11-30
act_public_2012_24,act_public,2025,282,282,amended:116;brought into force:3;expired:1;inserted:145;repealed:1;replaced:16,act_public_2012_24_en_2025-11-28
act_public_2012_25,act_public,2018,1,1,repealed:1,act_public_2012_25_en_2018-10-01
act_public_2012_29,act_public,2022,7,7,amended:2;inserted:2;replaced:3,act_public_2012_29_en_2022-09-28
act_public_2012_32,act_public,2014,9,9,repealed:9,act_public_2012_32_en_2014-04-01
act_public_2012_35,act_public,2012,1,1,repealed:1,act_public_2012_35_en_2012-08-28
act_public_2012_36,act_public,2012,1,1,brought into force:1,act_public_2012_36_en_2012-07-06
act_public_2012_39,act_public,2014,2,2,amended:1;repealed:1,act_public_2012_39_en_2014-04-01
act_public_2012_4,act_public,2012,7,7,amended:7,act_public_2012_4_en_2012-07-01
act_public_2012_40,act_public,2018,1,1,repealed:1,act_public_2012_40_en_2018-11-26
act_public_2012_42,act_public,2012,1,1,expired:1,act_public_2012_42_en_2012-07-01
act_public_2012_44,act_public,2019,10,10,amended:6;brought into force:4,act_public_2012_44_en_2019-12-20
act_public_2012_46,act_public,2012,1,1,repealed:1,act_public_2012_46_en_2012-08-28
act_public_2012_47,act_public,2013,4,4,repealed:4,act_public_2012_47_en_2013-07-01
act_public_2012_50,act_public,2018,1,1,repealed:1,act_public_2012_50_en_2018-11-26
act_public_2012_51,act_public,2012,1,1,__unclassified__:1,act_public_2012_51_en_2012-11-30
act_public_2012_56,act_public,2013,1,1,repealed:1,act_public_2012_56_en_2013-08-13
act_public_2012_57,act_public,2013,1,1,repealed:1,act_public_2012_57_en_2013-07-01
act_public_2012_67,act_public,2022,1,1,repealed:1,act_public_2012_67_en_2022-09-01
act_public_2012_69,act_public,2014,1,1,repealed:1,act_public_2012_69_en_2014-12-01
act_public_2012_71,act_public,2012,1,1,repealed:1,act_public_2012_71_en_2012-09-28
act_public_2012_72,act_public,2025,475,475,amended:172;brought into force:1;inserted:176;repealed:42;replaced:84,act_public_2012_72_en_2025-10-25
act_public_2012_75,act_public,2013,1,1,brought into force:1,act_public_2012_75_en_2013-04-29
act_public_2012_76,act_public,2023,12,12,amended:7;editorial change:1;repealed:2;replaced:2,act_public_2012_76_en_2023-12-23
act_public_2012_77,act_public,2018,1,1,repealed:1,act_public_2012_77_en_2018-10-01
act_public_2012_79,act_public,2020,1,1,repealed:1,act_public_2012_79_en_2020-08-01
act_public_2012_82,act_public,2018,1,1,repealed:1,act_public_2012_82_en_2018-11-26
act_public_2012_83,act_public,2014,1,1,repealed:1,act_public_2012_83_en_2014-12-07
act_public_2012_90,act_public,2022,32,32,amended:11;inserted:12;repealed:1;replaced:8,act_public_2012_90_en_2022-11-30
act_public_2012_95,act_public,2013,1,1,amended:1,act_public_2012_95_en_2013-10-04
act_public_2012_96,act_public,2014,1,1,brought into force:1,act_public_2012_96_en_2014-04-23
act_public_2012_97,act_public,2013,1,1,repealed:1,act_public_2012_97_en_2013-12-18
act_public_2013_1,act_public,2020,2,2,brought into force:1;repealed:1,act_public_2013_1_en_2020-12-01
act_public_2013_10,act_public,2014,1,1,amended:1,act_public_2013_10_en_2014-03-08
act_public_2013_100,act_public,2015,1,1,brought into force:1,act_public_2013_100_en_2015-01-01
act_public_2013_101,act_public,2026,139,139,amended:33;brought into force:1;inserted:87;repealed:5;replaced:13,act_public_2013_101_en_2026-04-05
act_public_2013_102,act_public,2015,2,2,brought into force:2,act_public_2013_102_en_2015-04-01
act_public_2013_104,act_public,2022,52,52,amended:17;brought into force:2;inserted:11;repealed:12;replaced:10,act_public_2013_104_en_2022-07-01
act_public_2013_109,act_public,2023,1,1,repealed:1,act_public_2013_109_en_2023-06-15
act_public_2013_114,act_public,2018,2,2,brought into force:1;repealed:1,act_public_2013_114_en_2018-01-01
act_public_2013_12,act_public,2016,64,64,amended:45;inserted:6;repealed:9;replaced:4,act_public_2013_12_en_2016-02-25
act_public_2013_13,act_public,2018,1,1,repealed:1,act_public_2013_13_en_2018-11-26
act_public_2013_132,act_public,2018,1,1,repealed:1,act_public_2013_132_en_2018-11-26
act_public_2013_133,act_public,2020,1,1,repealed:1,act_public_2013_133_en_2020-08-07
act_public_2013_134,act_public,2022,1,1,repealed:1,act_public_2013_134_en_2022-09-01
act_public_2013_14,act_public,2013,30,30,amended:27;brought into force:1;inserted:1;replaced:1,act_public_2013_14_en_2013-05-24
act_public_2013_141,act_public,2017,17,17,repealed:17,act_public_2013_141_en_2017-06-03
act_public_2013_142,act_public,2014,1,1,repealed:1,act_public_2013_142_en_2014-12-12
act_public_2013_147,act_public,2017,1,1,repealed:1,act_public_2013_147_en_2017-09-01
act_public_2013_148,act_public,2025,13,13,amended:10;inserted:3,act_public_2013_148_en_2025-03-30
act_public_2013_15,act_public,2013,1,1,brought into force:1,act_public_2013_15_en_2013-05-24
act_public_2013_16,act_public,2013,1,1,brought into force:1,act_public_2013_16_en_2013-05-24
act_public_2013_17,act_public,2013,1,1,brought into force:1,act_public_2013_17_en_2013-05-24
act_public_2013_18,act_public,2013,1,1,brought into force:1,act_public_2013_18_en_2013-05-24
act_public_2013_21,act_public,2021,1,1,repealed:1,act_public_2013_21_en_2021-01-30
act_public_2013_22,act_public,2022,1,1,repealed:1,act_public_2013_22_en_2022-07-01
act_public_2013_24,act_public,2018,1,1,repealed:1,act_public_2013_24_en_2018-10-01
act_public_2013_26,act_public,2013,1,1,repealed:1,act_public_2013_26_en_2013-12-18
act_public_2013_3,act_public,2023,1,1,repealed:1,act_public_2013_3_en_2023-06-15
act_public_2013_34,act_public,2020,1,1,repealed:1,act_public_2013_34_en_2020-08-01
act_public_2013_35,act_public,2015,1,1,brought into force:1,act_public_2013_35_en_2015-08-01
act_public_2013_4,act_public,2016,1,1,brought into force:1,act_public_2013_4_en_2016-03-11
act_public_2013_41,act_public,2013,1,1,repealed:1,act_public_2013_41_en_2013-08-13
act_public_2013_42,act_public,2014,4,4,repealed:4,act_public_2013_42_en_2014-07-01
act_public_2013_43,act_public,2013,1,1,brought into force:1,act_public_2013_43_en_2013-09-02
act_public_2013_44,act_public,2013,1,1,brought into force:1,act_public_2013_44_en_2013-09-02
act_public_2013_45,act_public,2014,1,1,repealed:1,act_public_2013_45_en_2014-03-31
act_public_2013_46,act_public,2014,1,1,repealed:1,act_public_2013_46_en_2014-03-31
act_public_2013_47,act_public,2014,1,1,repealed:1,act_public_2013_47_en_2014-03-31
act_public_2013_49,act_public,2020,2,2,brought into force:1;repealed:1,act_public_2013_49_en_2020-08-07
act_public_2013_52,act_public,2016,1,1,replaced:1,act_public_2013_52_en_2016-02-24
act_public_2013_53,act_public,2022,56,56,amended:13;inserted:28;repealed:8;replaced:7,act_public_2013_53_en_2022-07-01
act_public_2013_54,act_public,2014,1,1,repealed:1,act_public_2013_54_en_2014-08-01
act_public_2013_55,act_public,2014,1,1,repealed:1,act_public_2013_55_en_2014-07-01
act_public_2013_56,act_public,2024,12,12,amended:6;inserted:2;repealed:2;replaced:2,act_public_2013_56_en_2024-11-21
act_public_2013_57,act_public,2017,1,1,repealed:1,act_public_2013_57_en_2017-09-28
act_public_2013_58,act_public,2017,1,1,repealed:1,act_public_2013_58_en_2017-09-28
act_public_2013_59,act_public,2017,1,1,repealed:1,act_public_2013_59_en_2017-09-28
act_public_2013_6,act_public,2016,1,1,repealed:1,act_public_2013_6_en_2016-10-14
act_public_2013_60,act_public,2025,14,14,amended:8;editorial change:1;inserted:3;replaced:2,act_public_2013_60_en_2025-11-27
act_public_2013_68,act_public,2023,65,65,amended:9;expired:1;inserted:47;repealed:7;replaced:1,act_public_2013_68_en_2023-01-24
act_public_2013_69,act_public,2025,865,865,amended:182;brought into force:4;inserted:558;repealed:27;replaced:94,act_public_2013_69_en_2025-07-01
act_public_2013_7,act_public,2013,1,1,repealed:1,act_public_2013_7_en_2013-08-13
act_public_2013_70,act_public,2017,5,5,amended:3;brought into force:2,act_public_2013_70_en_2017-08-09
act_public_2013_72,act_public,2021,19,19,amended:9;inserted:6;repealed:3;replaced:1,act_public_2013_72_en_2021-09-17
act_public_2013_74,act_public,2014,1,1,brought into force:1,act_public_2013_74_en_2014-03-31
act_public_2013_75,act_public,2014,1,1,brought into force:1,act_public_2013_75_en_2014-03-31
act_public_2013_76,act_public,2014,1,1,brought into force:1,act_public_2013_76_en_2014-03-31
act_public_2013_77,act_public,2019,2,2,brought into force:1;repealed:1,act_public_2013_77_en_2019-07-01
act_public_2013_78,act_public,2014,1,1,brought into force:1,act_public_2013_78_en_2014-03-31
act_public_2013_79,act_public,2023,7,7,amended:1;brought into force:1;inserted:4;repealed:1,act_public_2013_79_en_2023-08-16
act_public_2013_80,act_public,2014,1,1,brought into force:1,act_public_2013_80_en_2014-03-31
act_public_2013_81,act_public,2014,1,1,brought into force:1,act_public_2013_81_en_2014-03-31
act_public_2013_82,act_public,2014,1,1,brought into force:1,act_public_2013_82_en_2014-03-31
act_public_2013_83,act_public,2014,1,1,brought into force:1,act_public_2013_83_en_2014-03-31
act_public_2013_84,act_public,2014,1,1,brought into force:1,act_public_2013_84_en_2014-10-01
act_public_2013_85,act_public,2015,2,2,brought into force:2,act_public_2013_85_en_2015-10-31
act_public_2013_88,act_public,2017,1,1,repealed:1,act_public_2013_88_en_2017-06-03
act_public_2013_91,act_public,2025,90,90,amended:19;inserted:39;repealed:20;replaced:12,act_public_2013_91_en_2025-10-01
act_public_2013_93,act_public,2025,38,38,amended:16;inserted:7;repealed:7;replaced:8,act_public_2013_93_en_2025-11-13
act_public_2013_94,act_public,2020,30,30,amended:18;inserted:10;replaced:2,act_public_2013_94_en_2020-12-01
act_public_2013_96,act_public,2025,11,11,amended:7;inserted:2;repealed:1;replaced:1,act_public_2013_96_en_2025-03-30
act_public_2013_97,act_public,2014,3,3,__missing__:1;brought into force:1;repealed:1,act_public_2013_97_en_2014-04-14
act_public_2014_10,act_public,2018,1,1,repealed:1,act_public_2014_10_en_2018-10-01
act_public_2014_11,act_public,2016,3,3,replaced:3,act_public_2014_11_en_2016-03-01
act_public_2014_16,act_public,2020,1,1,repealed:1,act_public_2014_16_en_2020-04-01
act_public_2014_17,act_public,2022,22,22,amended:9;inserted:4;repealed:2;replaced:7,act_public_2014_17_en_2022-07-01
act_public_2014_21,act_public,2018,2,2,brought into force:1;repealed:1,act_public_2014_21_en_2018-11-26
act_public_2014_25,act_public,2017,1,1,repealed:1,act_public_2014_25_en_2017-09-01
act_public_2014_26,act_public,2024,38,38,amended:28;inserted:3;repealed:2;replaced:5,act_public_2014_26_en_2024-12-24
act_public_2014_27,act_public,2016,9,9,amended:1;repealed:8,act_public_2014_27_en_2016-03-18
act_public_2014_29,act_public,2014,3,3,repealed:3,act_public_2014_29_en_2014-07-22
act_public_2014_3,act_public,2025,12,12,amended:10;inserted:1;repealed:1,act_public_2014_3_en_2025-04-05
act_public_2014_32,act_public,2024,239,239,__missing__:1;amended:90;editorial change:1;inserted:103;repealed:15;replaced:29,act_public_2014_32_en_2024-12-18
act_public_2014_33,act_public,2015,1,1,brought into force:1,act_public_2014_33_en_2015-03-06
act_public_2014_34,act_public,2014,1,1,brought into force:1,act_public_2014_34_en_2014-07-01
act_public_2014_39,act_public,2016,2,2,amended:1;replaced:1,act_public_2014_39_en_2016-02-24
act_public_2014_40,act_public,2025,99,99,amended:37;brought into force:1;inserted:37;repealed:6;replaced:18,act_public_2014_40_en_2025-08-01
act_public_2014_43,act_public,2014,1,1,repealed:1,act_public_2014_43_en_2014-08-01
act_public_2014_44,act_public,2015,4,4,repealed:4,act_public_2014_44_en_2015-07-01
act_public_2014_45,act_public,2022,28,28,amended:18;inserted:7;repealed:1;replaced:2,act_public_2014_45_en_2022-08-16
act_public_2014_46,act_public,2015,4,4,brought into force:4,act_public_2014_46_en_2015-05-01
act_public_2014_47,act_public,2015,2,2,brought into force:2,act_public_2014_47_en_2015-05-29
act_public_2014_48,act_public,2019,1,1,repealed:1,act_public_2014_48_en_2019-07-01
act_public_2014_5,act_public,2014,1,1,repealed:1,act_public_2014_5_en_2014-08-01
act_public_2014_51,act_public,2025,11,11,amended:4;inserted:3;repealed:1;replaced:3,act_public_2014_51_en_2025-04-05
act_public_2014_52,act_public,2022,27,27,amended:12;brought into force:1;repealed:11;replaced:3,act_public_2014_52_en_2022-07-01
act_public_2014_53,act_public,2015,1,1,repealed:1,act_public_2014_53_en_2015-08-25
act_public_2014_54,act_public,2015,1,1,repealed:1,act_public_2014_54_en_2015-07-01
act_public_2014_56,act_public,2022,213,213,amended:79;inserted:68;repealed:23;replaced:43,act_public_2014_56_en_2022-11-26
act_public_2014_58,act_public,2025,6,6,amended:2;inserted:2;repealed:1;replaced:1,act_public_2014_58_en_2025-11-13
act_public_2014_62,act_public,2015,1,1,brought into force:1,act_public_2014_62_en_2015-07-01
act_public_2014_63,act_public,2015,1,1,brought into force:1,act_public_2014_63_en_2015-04-01
act_public_2014_64,act_public,2015,1,1,brought into force:1,act_public_2014_64_en_2015-07-01
act_public_2014_65,act_public,2015,2,2,brought into force:2,act_public_2014_65_en_2015-07-01
act_public_2014_66,act_public,2024,11,11,amended:5;replaced:6,act_public_2014_66_en_2024-05-01
act_public_2014_68,act_public,2025,47,47,amended:14;inserted:24;repealed:2;replaced:7,act_public_2014_68_en_2025-08-01
act_public_2014_7,act_public,2022,19,19,amended:7;inserted:4;repealed:1;replaced:7,act_public_2014_7_en_2022-07-01
act_public_2014_70,act_public,2015,1,1,repealed:1,act_public_2014_70_en_2015-12-11
act_public_2014_72,act_public,2018,1,1,repealed:1,act_public_2014_72_en_2018-10-01
act_public_2014_73,act_public,2017,1,1,repealed:1,act_public_2014_73_en_2017-09-28
act_public_2014_74,act_public,2026,9,9,amended:6;replaced:3,act_public_2014_74_en_2026-04-05
act_public_2014_75,act_public,2025,15,15,amended:7;inserted:4;replaced:4,act_public_2014_75_en_2025-04-05
act_public_2015_1,act_public,2020,3,3,brought into force:2;repealed:1,act_public_2015_1_en_2020-08-01
act_public_2015_100,act_public,2018,1,1,repealed:1,act_public_2015_100_en_2018-10-01
act_public_2015_110,act_public,2015,1,1,brought into force:1,act_public_2015_110_en_2015-12-11
act_public_2015_112,act_public,2023,27,27,amended:2;inserted:21;repealed:4,act_public_2015_112_en_2023-02-28
act_public_2015_113,act_public,2018,1,1,repealed:1,act_public_2015_113_en_2018-11-26
act_public_2015_116,act_public,2018,1,1,repealed:1,act_public_2015_116_en_2018-11-26
act_public_2015_117,act_public,2020,1,1,repealed:1,act_public_2015_117_en_2020-08-01
act_public_2015_119,act_public,2016,1,1,repealed:1,act_public_2015_119_en_2016-12-17
act_public_2015_41,act_public,2018,1,1,repealed:1,act_public_2015_41_en_2018-11-26
act_public_2015_43,act_public,2018,1,1,repealed:1,act_public_2015_43_en_2018-10-01
act_public_2015_47,act_public,2015,1,1,repealed:1,act_public_2015_47_en_2015-08-25
act_public_2015_48,act_public,2015,1,1,brought into force:1,act_public_2015_48_en_2015-12-07
act_public_2015_49,act_public,2020,4,4,amended:2;brought into force:1;inserted:1,act_public_2015_49_en_2020-04-30
act_public_2015_52,act_public,2019,1,1,repealed:1,act_public_2015_52_en_2019-10-01
act_public_2015_57,act_public,2018,1,1,repealed:1,act_public_2015_57_en_2018-10-01
act_public_2015_58,act_public,2018,2,2,amended:1;repealed:1,act_public_2015_58_en_2018-11-26
act_public_2015_59,act_public,2015,1,1,repealed:1,act_public_2015_59_en_2015-08-25
